timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1687344622907,371,get personaje,200,OK,RequestPorPersonaje - 5 c/ 2 min 1-5,text,true,,3187,148,10,10,https://apisimpsons.fly.dev/api/personajes/find/lisa,371,0,81
1687344622918,365,get personaje,200,OK,RequestPorPersonaje - 5 c/ 2 min 1-4,text,true,,1225,150,10,10,https://apisimpsons.fly.dev/api/personajes/find/krusty,365,0,70
1687344623008,360,get personaje,200,OK,RequestPorPersonaje - 5 c/ 2 min 1-7,text,true,,2350,150,10,10,https://apisimpsons.fly.dev/api/personajes/find/homero,360,0,56
1687344623015,353,get personaje,200,OK,RequestPorPersonaje - 5 c/ 2 min 1-10,text,true,,3187,148,10,10,https://apisimpsons.fly.dev/api/personajes/find/lisa,346,0,57
1687344623033,336,get personaje,200,OK,RequestPorPersonaje - 5 c/ 2 min 1-3,text,true,,1225,150,10,10,https://apisimpsons.fly.dev/api/personajes/find/krusty,336,0,47
1687344623013,356,get personaje,200,OK,RequestPorPersonaje - 5 c/ 2 min 1-9,text,true,,1835,149,10,10,https://apisimpsons.fly.dev/api/personajes/find/marge,356,0,59
1687344623029,343,get personaje,200,OK,RequestPorPersonaje - 5 c/ 2 min 1-2,text,true,,1892,148,10,10,https://apisimpsons.fly.dev/api/personajes/find/bart,343,0,49
1687344623152,374,get personaje,200,OK,RequestPorPersonaje - 5 c/ 2 min 1-6,text,true,,2350,150,10,10,https://apisimpsons.fly.dev/api/personajes/find/homero,374,0,76
1687344623163,366,get personaje,200,OK,RequestPorPersonaje - 5 c/ 2 min 1-1,text,true,,1835,149,10,10,https://apisimpsons.fly.dev/api/personajes/find/marge,366,0,72
1687344623278,348,get personaje,200,OK,RequestPorPersonaje - 5 c/ 2 min 1-8,text,true,,3187,148,10,10,https://apisimpsons.fly.dev/api/personajes/find/lisa,339,0,45
1687344623283,345,get personaje,200,OK,RequestPorPersonaje - 5 c/ 2 min 1-4,text,true,,1225,150,10,10,https://apisimpsons.fly.dev/api/personajes/find/krusty,345,0,51
